Index_x,CardNo,PeoNo,Date,Money,FundMoney,Surplus,CardCount,Type,Dept,year,month,weekday,day,hour,minute,Index_y,Sex,Major,AccessCardNo
116951679,180759,2018759,2019-04-03 07:53:00,2.0,0.0,81.4,326,消费,第二食堂,2019,4,3,3,7,53,759,男,18连锁经营,21849466
116965848,180759,2018759,2019-04-03 12:51:00,8.0,0.0,73.4,327,消费,第四食堂,2019,4,3,3,12,51,759,男,18连锁经营,21849466
116965953,180759,2018759,2019-04-01 16:28:00,11.0,0.0,109.4,321,消费,第四食堂,2019,4,1,1,16,28,759,男,18连锁经营,21849466
116966160,180759,2018759,2019-04-01 17:47:00,8.0,0.0,101.4,322,消费,第四食堂,2019,4,1,1,17,47,759,男,18连锁经营,21849466
116970257,180759,2018759,2019-04-05 10:34:00,4.0,0.0,97.4,323,消费,第一食堂,2019,4,5,5,10,34,759,男,18连锁经营,21849466
116970728,180759,2018759,2019-04-01 07:39:00,1.5,0.0,132.7,315,消费,第一食堂,2019,4,1,1,7,39,759,男,18连锁经营,21849466
116974960,180759,2018759,2019-04-01 11:57:00,1.5,0.0,127.9,318,消费,第一食堂,2019,4,1,1,11,57,759,男,18连锁经营,21849466
116978860,180759,2018759,2019-04-01 11:58:00,4.5,0.0,123.4,319,消费,第一食堂,2019,4,1,1,11,58,759,男,18连锁经营,21849466
116982090,180759,2018759,2019-04-01 11:56:00,0.8,0.0,129.4,317,消费,第一食堂,2019,4,1,1,11,56,759,男,18连锁经营,21849466
116983490,180759,2018759,2019-04-06 12:55:00,8.0,0.0,89.4,324,消费,第一食堂,2019,4,6,6,12,55,759,男,18连锁经营,21849466
116984845,180759,2018759,2019-04-01 07:40:00,2.5,0.0,130.2,316,消费,第一食堂,2019,4,1,1,7,40,759,男,18连锁经营,21849466
117432999,180759,2018759,2019-04-26 12:27:00,9.0,0.0,50.4,378,消费,第四食堂,2019,4,5,26,12,27,759,男,18连锁经营,21849466
117408621,180759,2018759,2019-04-26 09:33:00,2.0,0.0,59.4,377,消费,第二食堂,2019,4,5,26,9,33,759,男,18连锁经营,21849466
117059572,180759,2018759,2019-04-08 12:12:00,6.0,0.0,13.8,342,消费,第二食堂,2019,4,1,8,12,12,759,男,18连锁经营,21849466
117060719,180759,2018759,2019-04-02 18:13:00,5.0,0.0,24.8,339,消费,第二食堂,2019,4,2,2,18,13,759,男,18连锁经营,21849466
117064108,180759,2018759,2019-04-02 18:16:00,3.0,0.0,21.8,340,消费,第二食堂,2019,4,2,2,18,16,759,男,18连锁经营,21849466
117077808,180759,2018759,2019-04-08 07:43:00,2.0,0.0,19.8,341,消费,第一食堂,2019,4,1,8,7,43,759,男,18连锁经营,21849466
117491353,180759,2018759,2019-04-26 15:26:00,3.0,0.0,47.4,379,消费,第一食堂,2019,4,5,26,15,26,759,男,18连锁经营,21849466
117495016,180759,2018759,2019-04-27 10:27:00,0.6,0.0,46.8,380,消费,第二食堂,2019,4,6,27,10,27,759,男,18连锁经营,21849466
117083109,180759,2018759,2019-04-08 12:30:00,4.0,0.0,9.8,343,消费,红太阳超市,2019,4,1,8,12,30,759,男,18连锁经营,21849466
117117802,180759,2018759,2019-04-09 07:15:00,3.5,0.0,0.8,345,消费,第一食堂,2019,4,2,9,7,15,759,男,18连锁经营,21849466
117121810,180759,2018759,2019-04-08 15:20:00,5.5,0.0,4.3,344,消费,第一食堂,2019,4,1,8,15,20,759,男,18连锁经营,21849466
117314071,180759,2018759,2019-04-19 18:33:00,2.3,0.0,97.4,367,消费,第二食堂,2019,4,5,19,18,33,759,男,18连锁经营,21849466
117314912,180759,2018759,2019-04-22 11:54:00,0.8,0.0,89.6,369,消费,第二食堂,2019,4,1,22,11,54,759,男,18连锁经营,21849466
117316727,180759,2018759,2019-04-19 18:28:00,11.0,0.0,99.7,366,消费,第二食堂,2019,4,5,19,18,28,759,男,18连锁经营,21849466
117319330,180759,2018759,2019-04-22 11:55:00,5.0,0.0,84.6,370,消费,第二食堂,2019,4,1,22,11,55,759,男,18连锁经营,21849466
117333839,180759,2018759,2019-04-20 10:30:00,7.0,0.0,90.4,368,消费,第四食堂,2019,4,6,20,10,30,759,男,18连锁经营,21849466
117341174,180759,2018759,2019-04-22 11:57:00,2.5,0.0,82.1,371,消费,第一食堂,2019,4,1,22,11,57,759,男,18连锁经营,21849466
117136046,180759,2018759,2019-04-12 07:14:00,1.8,0.0,177.0,350,消费,第二食堂,2019,4,5,12,7,14,759,男,18连锁经营,21849466
117137105,180759,2018759,2019-04-12 07:22:00,0.6,0.0,176.4,351,消费,第二食堂,2019,4,5,12,7,22,759,男,18连锁经营,21849466
117150821,180759,2018759,2019-04-11 12:03:00,10.0,0.0,178.8,349,消费,第四食堂,2019,4,4,11,12,3,759,男,18连锁经营,21849466
117153327,180759,2018759,2019-04-11 12:02:00,11.5,0.0,189.3,347,消费,第四食堂,2019,4,4,11,12,2,759,男,18连锁经营,21849466
117153329,180759,2018759,2019-04-11 12:02:00,0.5,0.0,188.8,348,消费,第四食堂,2019,4,4,11,12,2,759,男,18连锁经营,21849466
117198727,180759,2018759,2019-04-14 12:11:00,7.0,0.0,166.4,353,消费,第四食堂,2019,4,7,14,12,11,759,男,18连锁经营,21849466
117203655,180759,2018759,2019-04-15 12:01:00,7.0,0.0,159.4,354,消费,第四食堂,2019,4,1,15,12,1,759,男,18连锁经营,21849466
117210401,180759,2018759,2019-04-12 15:19:00,3.0,0.0,173.4,352,消费,第一食堂,2019,4,5,12,15,19,759,男,18连锁经营,21849466
117226331,180759,2018759,2019-04-16 08:13:00,0.6,0.0,156.8,356,消费,第二食堂,2019,4,2,16,8,13,759,男,18连锁经营,21849466
117226836,180759,2018759,2019-04-17 07:40:00,0.6,0.0,134.7,361,消费,第二食堂,2019,4,3,17,7,40,759,男,18连锁经营,21849466
117229832,180759,2018759,2019-04-17 11:53:00,9.0,0.0,125.7,362,消费,第二食堂,2019,4,3,17,11,53,759,男,18连锁经营,21849466
117230676,180759,2018759,2019-04-17 07:40:00,2.5,0.0,135.3,360,消费,第二食堂,2019,4,3,17,7,40,759,男,18连锁经营,21849466
117238624,180759,2018759,2019-04-16 08:12:00,2.0,0.0,157.4,355,消费,第二食堂,2019,4,2,16,8,12,759,男,18连锁经营,21849466
117249176,180759,2018759,2019-04-16 12:00:00,9.0,0.0,147.8,357,消费,第四食堂,2019,4,2,16,12,0,759,男,18连锁经营,21849466
117277258,180759,2018759,2019-04-18 07:31:00,2.5,0.0,116.2,364,消费,第二食堂,2019,4,4,18,7,31,759,男,18连锁经营,21849466
117278535,180759,2018759,2019-04-19 12:06:00,5.5,0.0,110.7,365,消费,第二食堂,2019,4,5,19,12,6,759,男,18连锁经营,21849466
117282335,180759,2018759,2019-04-17 18:24:00,7.0,0.0,118.7,363,消费,第四食堂,2019,4,3,17,18,24,759,男,18连锁经营,21849466
117363906,180759,2018759,2019-04-22 21:25:00,3.0,0.0,75.9,373,消费,第二食堂,2019,4,1,22,21,25,759,男,18连锁经营,21849466
117364428,180759,2018759,2019-04-22 19:18:00,3.2,0.0,78.9,372,消费,第二食堂,2019,4,1,22,19,18,759,男,18连锁经营,21849466
117364465,180759,2018759,2019-04-23 09:44:00,2.0,0.0,73.9,374,消费,第二食堂,2019,4,2,23,9,44,759,男,18连锁经营,21849466
117367973,180759,2018759,2019-04-23 16:30:00,9.0,0.0,64.9,375,消费,第二食堂,2019,4,2,23,16,30,759,男,18连锁经营,21849466
117397935,180759,2018759,2019-04-23 16:36:00,3.5,0.0,61.4,376,消费,第二食堂,2019,4,2,23,16,36,759,男,18连锁经营,21849466
116992629,180759,2018759,2019-04-02 12:28:00,5.0,0.0,29.8,338,消费,第二食堂,2019,4,2,2,12,28,759,男,18连锁经营,21849466
116994466,180759,2018759,2019-04-02 12:28:00,1.5,0.0,34.8,337,消费,第二食堂,2019,4,2,2,12,28,759,男,18连锁经营,21849466
116999966,180759,2018759,2019-04-03 18:14:00,0.8,0.0,72.6,328,消费,第二食堂,2019,4,3,3,18,14,759,男,18连锁经营,21849466
117000756,180759,2018759,2019-04-02 12:28:00,0.8,0.0,36.3,336,消费,第二食堂,2019,4,2,2,12,28,759,男,18连锁经营,21849466
117004311,180759,2018759,2019-04-03 18:20:00,5.0,0.0,61.6,331,消费,第二食堂,2019,4,3,3,18,20,759,男,18连锁经营,21849466
117008034,180759,2018759,2019-04-04 22:13:00,6.0,0.0,37.1,335,消费,第二食堂,2019,4,4,4,22,13,759,男,18连锁经营,21849466
117018758,180759,2018759,2019-04-04 17:32:00,7.0,0.0,43.1,334,消费,第四食堂,2019,4,4,4,17,32,759,男,18连锁经营,21849466
117018919,180759,2018759,2019-04-04 12:00:00,9.0,0.0,50.1,333,消费,第四食堂,2019,4,4,4,12,0,759,男,18连锁经营,21849466
117022789,180759,2018759,2019-04-04 07:20:00,2.5,0.0,59.1,332,消费,第一食堂,2019,4,4,4,7,20,759,男,18连锁经营,21849466
117023394,180759,2018759,2019-04-03 18:17:00,4.5,0.0,66.6,330,消费,第一食堂,2019,4,3,3,18,17,759,男,18连锁经营,21849466
117024025,180759,2018759,2019-04-03 18:16:00,1.5,0.0,71.1,329,消费,第一食堂,2019,4,3,3,18,16,759,男,18连锁经营,21849466
116937232,180762,2018762,2019-04-03 13:29:00,5.5,0.0,91.3,294,消费,第二食堂,2019,4,3,3,13,29,762,男,18连锁经营,220106
116938603,180762,2018762,2019-04-03 13:28:00,4.5,0.0,96.8,293,消费,第二食堂,2019,4,3,3,13,28,762,男,18连锁经营,220106
116941301,180762,2018762,2019-04-01 07:46:00,0.6,0.0,10.6,286,消费,第二食堂,2019,4,1,1,7,46,762,男,18连锁经营,220106
116941302,180762,2018762,2019-04-01 07:46:00,0.6,0.0,10.0,287,消费,第二食堂,2019,4,1,1,7,46,762,男,18连锁经营,220106
116943936,180762,2018762,2019-04-01 07:46:00,1.0,0.0,11.2,285,消费,第二食堂,2019,4,1,1,7,46,762,男,18连锁经营,220106
116951317,180762,2018762,2019-04-01 07:50:00,3.6,0.0,6.4,288,消费,第二食堂,2019,4,1,1,7,50,762,男,18连锁经营,220106
116955846,180762,2018762,2019-04-03 13:28:00,0.6,0.0,101.3,292,消费,第二食堂,2019,4,3,3,13,28,762,男,18连锁经营,220106
116978889,180762,2018762,2019-04-01 21:42:00,2.5,0.0,1.9,290,消费,第一食堂,2019,4,1,1,21,42,762,男,18连锁经营,220106
116981170,180762,2018762,2019-04-01 14:24:00,2.0,0.0,4.4,289,消费,第一食堂,2019,4,1,1,14,24,762,男,18连锁经营,220106
117408744,180762,2018762,2019-04-24 21:52:00,3.5,0.0,24.7,334,消费,第二食堂,2019,4,3,24,21,52,762,男,18连锁经营,220106
117043241,180762,2018762,2019-04-02 18:07:00,1.5,0.0,30.1,313,消费,第二食堂,2019,4,2,2,18,7,762,男,18连锁经营,220106
117052531,180762,2018762,2019-04-02 18:06:00,0.6,0.0,35.6,311,消费,第二食堂,2019,4,2,2,18,6,762,男,18连锁经营,220106
117061367,180762,2018762,2019-04-02 18:06:00,4.0,0.0,31.6,312,消费,第二食堂,2019,4,2,2,18,6,762,男,18连锁经营,220106
117064518,180762,2018762,2019-04-02 18:08:00,3.0,0.0,27.1,314,消费,第二食堂,2019,4,2,2,18,8,762,男,18连锁经营,220106
117312058,180762,2018762,2019-04-22 07:36:00,1.6,0.0,89.3,323,消费,第二食堂,2019,4,1,22,7,36,762,男,18连锁经营,220106
117314616,180762,2018762,2019-04-22 07:37:00,0.6,0.0,88.7,324,消费,第二食堂,2019,4,1,22,7,37,762,男,18连锁经营,220106
117333148,180762,2018762,2019-04-21 16:40:00,10.0,0.0,90.9,322,消费,第四食堂,2019,4,7,21,16,40,762,男,18连锁经营,220106
117336695,180762,2018762,2019-04-22 11:58:00,8.0,0.0,80.7,325,消费,第四食堂,2019,4,1,22,11,58,762,男,18连锁经营,220106
117166498,180762,2018762,2019-04-10 18:35:00,7.5,0.0,17.5,317,消费,第一食堂,2019,4,3,10,18,35,762,男,18连锁经营,220106
117167524,180762,2018762,2019-04-10 18:34:00,1.5,0.0,25.0,316,消费,第一食堂,2019,4,3,10,18,34,762,男,18连锁经营,220106
117169641,180762,2018762,2019-04-10 18:34:00,0.6,0.0,26.5,315,消费,第一食堂,2019,4,3,10,18,34,762,男,18连锁经营,220106
117200960,180762,2018762,2019-04-13 19:20:00,5.0,0.0,1.5,319,消费,第四食堂,2019,4,6,13,19,20,762,男,18连锁经营,220106
117201235,180762,2018762,2019-04-13 19:03:00,11.0,0.0,6.5,318,消费,第四食堂,2019,4,6,13,19,3,762,男,18连锁经营,220106
117353822,180762,2018762,2019-04-17 16:59:00,0.6,0.0,0.9,320,消费,水电缴费处,2019,4,3,17,16,59,762,男,18连锁经营,220106
117356677,180762,2018762,2019-04-22 19:22:00,4.0,0.0,68.7,327,消费,红太阳超市,2019,4,1,22,19,22,762,男,18连锁经营,220106
117383124,180762,2018762,2019-04-23 11:42:00,8.0,0.0,40.7,330,消费,第四食堂,2019,4,2,23,11,42,762,男,18连锁经营,220106
117383235,180762,2018762,2019-04-23 17:47:00,8.0,0.0,32.7,331,消费,第四食堂,2019,4,2,23,17,47,762,男,18连锁经营,220106
117384637,180762,2018762,2019-04-22 17:43:00,8.0,0.0,72.7,326,消费,第四食堂,2019,4,1,22,17,43,762,男,18连锁经营,220106
117393342,180762,2018762,2019-04-24 09:49:00,2.5,0.0,28.2,333,消费,第一食堂,2019,4,3,24,9,49,762,男,18连锁经营,220106
117396645,180762,2018762,2019-04-23 21:42:00,2.0,0.0,30.7,332,消费,第二食堂,2019,4,2,23,21,42,762,男,18连锁经营,220106
116992773,180762,2018762,2019-04-03 18:16:00,3.5,0.0,87.2,296,消费,第二食堂,2019,4,3,3,18,16,762,男,18连锁经营,220106
116999969,180762,2018762,2019-04-03 18:15:00,0.6,0.0,90.7,295,消费,第二食堂,2019,4,3,3,18,15,762,男,18连锁经营,220106
117016917,180762,2018762,2019-04-04 12:11:00,9.0,0.0,66.7,301,消费,第四食堂,2019,4,4,4,12,11,762,男,18连锁经营,220106
117022310,180762,2018762,2019-04-04 07:34:00,5.0,0.0,77.7,299,消费,第一食堂,2019,4,4,4,7,34,762,男,18连锁经营,220106
117023676,180762,2018762,2019-04-02 11:56:00,2.5,0.0,44.2,309,消费,第一食堂,2019,4,2,2,11,56,762,男,18连锁经营,220106
117024485,180762,2018762,2019-04-02 11:55:00,4.5,0.0,46.7,308,消费,第一食堂,2019,4,2,2,11,55,762,男,18连锁经营,220106
117025357,180762,2018762,2019-04-03 21:27:00,2.5,0.0,84.7,297,消费,第一食堂,2019,4,3,3,21,27,762,男,18连锁经营,220106
117025804,180762,2018762,2019-04-02 11:55:00,0.6,0.0,51.2,307,消费,第一食堂,2019,4,2,2,11,55,762,男,18连锁经营,220106
117026417,180762,2018762,2019-04-02 07:30:00,4.0,0.0,58.7,303,消费,第一食堂,2019,4,2,2,7,30,762,男,18连锁经营,220106
117026640,180762,2018762,2019-04-04 07:34:00,2.0,0.0,75.7,300,消费,第一食堂,2019,4,4,4,7,34,762,男,18连锁经营,220106
117026740,180762,2018762,2019-04-04 16:33:00,4.0,0.0,62.7,302,消费,第一食堂,2019,4,4,4,16,33,762,男,18连锁经营,220106
117026799,180762,2018762,2019-04-02 07:31:00,2.0,0.0,56.7,304,消费,第一食堂,2019,4,2,2,7,31,762,男,18连锁经营,220106
117026800,180762,2018762,2019-04-02 07:31:00,2.5,0.0,54.2,305,消费,第一食堂,2019,4,2,2,7,31,762,男,18连锁经营,220106
117026905,180762,2018762,2019-04-02 14:20:00,8.0,0.0,36.2,310,消费,第一食堂,2019,4,2,2,14,20,762,男,18连锁经营,220106
117028136,180762,2018762,2019-04-02 07:32:00,2.4,0.0,51.8,306,消费,第二食堂,2019,4,2,2,7,32,762,男,18连锁经营,220106
117029317,180762,2018762,2019-04-03 21:29:00,2.0,0.0,82.7,298,消费,第二食堂,2019,4,3,3,21,29,762,男,18连锁经营,220106
117912230,180762,2018762,2019-04-26 16:50:00,3.0,0.0,21.7,335,消费,人文社科,2019,4,5,26,16,50,762,男,18连锁经营,220106
117912231,180762,2018762,2019-04-26 16:50:00,3.0,0.0,18.7,336,消费,人文社科,2019,4,5,26,16,50,762,男,18连锁经营,220106
116974753,180763,2018763,2019-04-03 13:05:00,4.5,0.0,96.6,510,消费,第一食堂,2019,4,3,3,13,5,763,男,18连锁经营,19354858
116984807,180763,2018763,2019-04-03 13:04:00,0.9,0.0,101.1,509,消费,第一食堂,2019,4,3,3,13,4,763,男,18连锁经营,19354858
117408131,180763,2018763,2019-04-25 07:17:00,1.0,0.0,30.2,587,消费,第二食堂,2019,4,4,25,7,17,763,男,18连锁经营,19354858
117409489,180763,2018763,2019-04-25 07:17:00,0.6,0.0,29.6,588,消费,第二食堂,2019,4,4,25,7,17,763,男,18连锁经营,19354858
117410822,180763,2018763,2019-04-25 18:09:00,3.5,0.0,17.5,591,消费,第二食堂,2019,4,4,25,18,9,763,男,18连锁经营,19354858
117421997,180763,2018763,2019-04-25 18:10:00,1.5,0.0,16.0,592,消费,第二食堂,2019,4,4,25,18,10,763,男,18连锁经营,19354858
117432325,180763,2018763,2019-04-25 12:23:00,8.0,0.0,21.6,589,消费,第四食堂,2019,4,4,25,12,23,763,男,18连锁经营,19354858
117437650,180763,2018763,2019-04-26 11:54:00,0.7,0.0,13.3,594,消费,第一食堂,2019,4,5,26,11,54,763,男,18连锁经营,19354858
117438350,180763,2018763,2019-04-26 08:11:00,2.0,0.0,14.0,593,消费,第二食堂,2019,4,5,26,8,11,763,男,18连锁经营,19354858
117439741,180763,2018763,2019-04-25 18:09:00,0.6,0.0,21.0,590,消费,第二食堂,2019,4,4,25,18,9,763,男,18连锁经营,19354858
117041546,180763,2018763,2019-04-30 11:35:00,4.0,0.0,54.8,521,消费,第二食堂,2019,4,2,30,11,35,763,男,18连锁经营,19354858
117042126,180763,2018763,2019-04-08 07:01:00,3.0,0.0,40.2,527,消费,第二食堂,2019,4,1,8,7,1,763,男,18连锁经营,19354858
117047562,180763,2018763,2019-04-29 08:15:00,1.0,0.0,67.6,517,消费,第二食堂,2019,4,1,29,8,15,763,男,18连锁经营,19354858
117048351,180763,2018763,2019-04-30 17:15:00,0.5,0.0,52.2,524,消费,第二食堂,2019,4,2,30,17,15,763,男,18连锁经营,19354858
117048352,180763,2018763,2019-04-30 17:15:00,3.5,0.0,48.7,525,消费,第二食堂,2019,4,2,30,17,15,763,男,18连锁经营,19354858
117054172,180763,2018763,2019-04-30 11:34:00,0.6,0.0,58.8,520,消费,第二食堂,2019,4,2,30,11,34,763,男,18连锁经营,19354858
117054565,180763,2018763,2019-04-30 17:15:00,0.6,0.0,52.7,523,消费,第二食堂,2019,4,2,30,17,15,763,男,18连锁经营,19354858
117061014,180763,2018763,2019-04-30 17:36:00,5.5,0.0,43.2,526,消费,第二食堂,2019,4,2,30,17,36,763,男,18连锁经营,19354858
117063585,180763,2018763,2019-04-30 07:51:00,1.2,0.0,59.4,519,消费,第二食堂,2019,4,2,30,7,51,763,男,18连锁经营,19354858
117064031,180763,2018763,2019-04-08 09:53:00,3.5,0.0,36.7,528,消费,第二食堂,2019,4,1,8,9,53,763,男,18连锁经营,19354858
117065203,180763,2018763,2019-04-30 11:35:00,1.5,0.0,53.3,522,消费,第二食堂,2019,4,2,30,11,35,763,男,18连锁经营,19354858
117071132,180763,2018763,2019-04-02 16:45:00,8.0,0.0,68.6,516,消费,第四食堂,2019,4,2,2,16,45,763,男,18连锁经营,19354858
117071202,180763,2018763,2019-04-29 17:43:00,7.0,0.0,60.6,518,消费,第四食堂,2019,4,1,29,17,43,763,男,18连锁经营,19354858
117494965,180763,2018763,2019-04-27 08:24:00,0.5,0.0,8.2,598,消费,第二食堂,2019,4,6,27,8,24,763,男,18连锁经营,19354858
117495512,180763,2018763,2019-04-27 17:09:00,0.9,0.0,5.3,600,消费,第二食堂,2019,4,6,27,17,9,763,男,18连锁经营,19354858
117451121,180763,2018763,2019-04-27 08:23:00,1.6,0.0,8.7,597,消费,第二食堂,2019,4,6,27,8,23,763,男,18连锁经营,19354858
117459209,180763,2018763,2019-04-27 12:32:00,2.0,0.0,6.2,599,消费,第二食堂,2019,4,6,27,12,32,763,男,18连锁经营,19354858
117475026,180763,2018763,2019-04-27 17:11:00,3.0,0.0,2.3,601,消费,第二食堂,2019,4,6,27,17,11,763,男,18连锁经营,19354858
117481741,180763,2018763,2019-04-26 17:57:00,2.0,0.0,10.3,596,消费,第四食堂,2019,4,5,26,17,57,763,男,18连锁经营,19354858
117090143,180763,2018763,2019-04-09 08:51:00,3.0,0.0,14.7,532,消费,第二食堂,2019,4,2,9,8,51,763,男,18连锁经营,19354858
117113187,180763,2018763,2019-04-08 18:15:00,8.0,0.0,21.7,530,消费,第四食堂,2019,4,1,8,18,15,763,男,18连锁经营,19354858
117114523,180763,2018763,2019-04-08 18:16:00,4.0,0.0,17.7,531,消费,第四食堂,2019,4,1,8,18,16,763,男,18连锁经营,19354858
117114625,180763,2018763,2019-04-09 13:55:00,3.0,0.0,11.7,533,消费,第四食堂,2019,4,2,9,13,55,763,男,18连锁经营,19354858
117114717,180763,2018763,2019-04-08 17:50:00,7.0,0.0,29.7,529,消费,第四食堂,2019,4,1,8,17,50,763,男,18连锁经营,19354858
117114848,180763,2018763,2019-04-09 18:02:00,7.0,0.0,4.7,534,消费,第四食堂,2019,4,2,9,18,2,763,男,18连锁经营,19354858
117311411,180763,2018763,2019-04-20 08:36:00,1.6,0.0,31.1,565,消费,第二食堂,2019,4,6,20,8,36,763,男,18连锁经营,19354858
117313636,180763,2018763,2019-04-21 17:19:00,6.5,0.0,4.7,573,消费,第二食堂,2019,4,7,21,17,19,763,男,18连锁经营,19354858
117315051,180763,2018763,2019-04-19 18:06:00,0.6,0.0,38.2,563,消费,第二食堂,2019,4,5,19,18,6,763,男,18连锁经营,19354858
117316382,180763,2018763,2019-04-21 10:27:00,2.0,0.0,12.0,571,消费,第二食堂,2019,4,7,21,10,27,763,男,18连锁经营,19354858
117319904,180763,2018763,2019-04-22 07:25:00,2.5,0.0,2.2,574,消费,第二食堂,2019,4,1,22,7,25,763,男,18连锁经营,19354858
117321048,180763,2018763,2019-04-19 18:06:00,5.5,0.0,32.7,564,消费,第二食堂,2019,4,5,19,18,6,763,男,18连锁经营,19354858
117321754,180763,2018763,2019-04-20 11:39:00,5.5,0.0,25.0,567,消费,第二食堂,2019,4,6,20,11,39,763,男,18连锁经营,19354858
117322015,180763,2018763,2019-04-20 19:07:00,2.0,0.0,16.0,569,消费,第二食堂,2019,4,6,20,19,7,763,男,18连锁经营,19354858
117322016,180763,2018763,2019-04-20 19:08:00,2.0,0.0,14.0,570,消费,第二食堂,2019,4,6,20,19,8,763,男,18连锁经营,19354858
117331415,180763,2018763,2019-04-20 11:52:00,7.0,0.0,18.0,568,消费,第四食堂,2019,4,6,20,11,52,763,男,18连锁经营,19354858
117344908,180763,2018763,2019-04-20 11:38:00,0.6,0.0,30.5,566,消费,第二食堂,2019,4,6,20,11,38,763,男,18连锁经营,19354858
117346057,180763,2018763,2019-04-21 17:19:00,0.8,0.0,11.2,572,消费,第二食堂,2019,4,7,21,17,19,763,男,18连锁经营,19354858
117346584,180763,2018763,2019-04-22 11:51:00,0.8,0.0,71.4,576,消费,第二食堂,2019,4,1,22,11,51,763,男,18连锁经营,19354858
117174808,180763,2018763,2019-04-12 17:04:00,0.5,0.0,98.9,539,消费,第二食堂,2019,4,5,12,17,4,763,男,18连锁经营,19354858
117178559,180763,2018763,2019-04-12 17:03:00,4.5,0.0,99.4,538,消费,第二食堂,2019,4,5,12,17,3,763,男,18连锁经营,19354858
117180684,180763,2018763,2019-04-12 17:03:00,0.7,0.0,103.9,537,消费,第二食堂,2019,4,5,12,17,3,763,男,18连锁经营,19354858
117202114,180763,2018763,2019-04-14 18:19:00,2.0,0.0,88.4,542,消费,第四食堂,2019,4,7,14,18,19,763,男,18连锁经营,19354858
117204142,180763,2018763,2019-04-15 13:33:00,3.0,0.0,81.4,544,消费,第四食堂,2019,4,1,15,13,33,763,男,18连锁经营,19354858
117209349,180763,2018763,2019-04-13 18:17:00,6.0,0.0,92.9,540,消费,第一食堂,2019,4,6,13,18,17,763,男,18连锁经营,19354858
117209843,180763,2018763,2019-04-15 07:50:00,4.0,0.0,84.4,543,消费,第一食堂,2019,4,1,15,7,50,763,男,18连锁经营,19354858
117211432,180763,2018763,2019-04-14 10:09:00,2.5,0.0,90.4,541,消费,第一食堂,2019,4,7,14,10,9,763,男,18连锁经营,19354858
117221695,180763,2018763,2019-04-16 08:12:00,1.0,0.0,73.3,548,消费,第二食堂,2019,4,2,16,8,12,763,男,18连锁经营,19354858
117223466,180763,2018763,2019-04-17 07:13:00,1.6,0.0,66.2,552,消费,第二食堂,2019,4,3,17,7,13,763,男,18连锁经营,19354858
117224499,180763,2018763,2019-04-16 11:52:00,4.0,0.0,67.8,551,消费,第二食堂,2019,4,2,16,11,52,763,男,18连锁经营,19354858
117226330,180763,2018763,2019-04-16 08:12:00,0.6,0.0,72.7,549,消费,第二食堂,2019,4,2,16,8,12,763,男,18连锁经营,19354858
117226729,180763,2018763,2019-04-17 07:14:00,0.6,0.0,65.6,553,消费,第二食堂,2019,4,3,17,7,14,763,男,18连锁经营,19354858
117227605,180763,2018763,2019-04-15 16:24:00,0.6,0.0,80.8,545,消费,第二食堂,2019,4,1,15,16,24,763,男,18连锁经营,19354858
117228301,180763,2018763,2019-04-16 11:51:00,0.9,0.0,71.8,550,消费,第二食堂,2019,4,2,16,11,51,763,男,18连锁经营,19354858
117231784,180763,2018763,2019-04-15 16:25:00,5.0,0.0,75.8,546,消费,第二食堂,2019,4,1,15,16,25,763,男,18连锁经营,19354858
117238080,180763,2018763,2019-04-15 16:25:00,1.5,0.0,74.3,547,消费,第二食堂,2019,4,1,15,16,25,763,男,18连锁经营,19354858
117268623,180763,2018763,2019-04-18 12:10:00,1.5,0.0,49.5,558,消费,第二食堂,2019,4,4,18,12,10,763,男,18连锁经营,19354858
117271110,180763,2018763,2019-04-18 12:10:00,4.0,0.0,51.0,557,消费,第二食堂,2019,4,4,18,12,10,763,男,18连锁经营,19354858
117274687,180763,2018763,2019-04-18 12:09:00,0.6,0.0,55.0,556,消费,第二食堂,2019,4,4,18,12,9,763,男,18连锁经营,19354858
117275200,180763,2018763,2019-04-19 11:51:00,0.9,0.0,39.0,561,消费,第二食堂,2019,4,5,19,11,51,763,男,18连锁经营,19354858
117280511,180763,2018763,2019-04-19 09:37:00,1.6,0.0,39.9,560,消费,第二食堂,2019,4,5,19,9,37,763,男,18连锁经营,19354858
117281067,180763,2018763,2019-04-18 09:44:00,2.0,0.0,55.6,555,消费,第二食堂,2019,4,4,18,9,44,763,男,18连锁经营,19354858
117285854,180763,2018763,2019-04-17 16:25:00,8.0,0.0,57.6,554,消费,第四食堂,2019,4,3,17,16,25,763,男,18连锁经营,19354858
117286615,180763,2018763,2019-04-18 17:40:00,8.0,0.0,41.5,559,消费,第四食堂,2019,4,4,18,17,40,763,男,18连锁经营,19354858
117353227,180763,2018763,2019-04-12 14:24:00,0.1,0.0,104.6,536,消费,水电缴费处,2019,4,5,12,14,24,763,男,18连锁经营,19354858
117354242,180763,2018763,2019-04-19 14:23:00,0.2,0.0,38.8,562,消费,水电缴费处,2019,4,5,19,14,23,763,男,18连锁经营,19354858
117357322,180763,2018763,2019-04-22 16:38:00,14.0,0.0,51.8,579,消费,红太阳超市,2019,4,1,22,16,38,763,男,18连锁经营,19354858
117360523,180763,2018763,2019-04-22 16:22:00,5.0,0.0,65.8,578,消费,第二食堂,2019,4,1,22,16,22,763,男,18连锁经营,19354858
